warp,10,5,6.04471802711,0.036163963,35.1031718254,0.00317469393172612,35.1174409389,0.8959283,35.0574150085
warp,10,10,12.434210062,0.037810065,34.8617289066,0.003564757820490046,34.9738938808,0.90793127,35.0866858959
warp,10,15,18.8016839027,0.038353894,34.7868931293,0.0037474695249442394,34.9980950356,0.91341877,34.8422009945
warp,10,20,26.3517940044,0.038672075,34.7799589634,0.003826779764975385,34.9352908134,0.9162765,34.9419131279
warp,10,25,33.2367019653,0.03888474,34.9796130657,0.0038548429221172244,34.9808161259,0.9179729,34.8213500977
warp,10,30,41.9621520042,0.039064933,34.6320021152,0.003998432539274064,34.7480690479,0.91908383,34.6168339252
warp,10,35,48.0032420158,0.039163962,34.9928879738,0.00418742638329015,34.7552411556,0.9198332,34.6172430515
warp,20,5,7.54828310013,0.038724028,35.830976963,0.0036630158155551273,35.7784919739,0.9103253,35.6419231892
warp,20,10,15.1940689087,0.0398474,35.3447010517,0.004156466186859333,35.4192690849,0.92210984,35.9494791031
warp,20,15,23.9228980541,0.040439934,35.2774441242,0.004387499480522602,35.4656400681,0.92618275,35.3604319096
warp,20,20,30.0852329731,0.04074026,35.351487875,0.004474863298856143,35.575455904,0.9281398,35.560863018
warp,20,25,38.0583870411,0.040875,35.5041458607,0.004493939836101081,36.1652019024,0.9292677,35.4540369511
warp,20,30,44.5840029716,0.04092208,35.3419649601,0.004705113107992516,36.0042312145,0.9299356,35.562764883
warp,20,35,50.6640129089,0.04096753,35.376418829,0.004866513184262516,35.4665219784,0.9303598,35.5393669605
warp,30,5,10.3349378109,0.039498378,39.058784008,0.003684699729744075,38.0240449905,0.91533095,37.9642620087
warp,30,10,20.092610836,0.040862016,37.8184468746,0.004281017500987028,37.9176812172,0.9261482,38.9195380211
warp,30,15,29.2157227993,0.041256495,37.6632790565,0.004553116271197214,37.8071229458,0.92919534,37.6907320023
warp,30,20,37.8938009739,0.04137987,37.673830986,0.004837154441271892,37.7973268032,0.9303896,38.270373106
warp,30,25,48.1911649704,0.041465916,37.5557320118,0.0049947969866827755,37.6712291241,0.93081385,37.6795239449
warp,30,30,57.8863010406,0.04150974,37.7497301102,0.005212177740178845,37.8179590702,0.9311935,37.644562006
warp,30,35,64.9024441242,0.041522726,37.5935060978,0.0052681211250043295,37.7315449715,0.9314817,37.5558559895
warp,40,5,11.2135510445,0.040326297,39.2625360489,0.004088818094586629,39.9870789051,0.91949475,38.6955521107
warp,40,10,22.3846840858,0.041316554,38.9589040279,0.004867078645661526,39.0024700165,0.9287549,39.0223879814
warp,40,15,32.1408569813,0.04141071,38.8420670033,0.005128725794290453,39.788847208,0.9308084,38.6923129559
warp,40,20,41.522482872,0.041454546,38.9830579758,0.005273590894695584,38.9264380932,0.93173474,39.4654219151
warp,40,25,50.8122711182,0.041547075,38.6277971268,0.005437813777086505,38.8149089813,0.9320909,39.4041659832
warp,40,30,61.0870659351,0.041454546,38.5681531429,0.005446719644073354,38.916394949,0.93237185,39.0004241467
warp,40,35,70.704002142,0.041467533,38.4997420311,0.0054362658591278114,38.9324789047,0.9324746,38.7367520332
warp,50,5,13.2184209824,0.040724024,41.7483232021,0.003940374463889541,42.0556089878,0.9235692,42.4760570526
warp,50,10,25.698731184,0.04140422,41.6095068455,0.004787394655468851,41.8587620258,0.93162715,41.7087850571
warp,50,15,36.6346199512,0.041751623,41.7076990604,0.005116246240024404,43.0090019703,0.9335676,41.6706058979
warp,50,20,46.1528699398,0.041694805,41.6614339352,0.005071250427593218,41.9411690235,0.934225,43.4560248852
